Species	158458797-stool1	158499257-stool1	158742018-stool1	158802708-stool1	158944319-stool1	159247771-stool1	159146620-stool1	159166850-stool1	159733294-stool1	158337416-stool1	158883629-stool1	159369152-stool1	159591683-stool1	159207311-stool1	159227541-stool1	159268001-stool1	159571453-stool1	763496533-stool1	763678604-stool1	763536994-stool1	763820215-stool1	763577454-stool1	763840445-stool1	763961826-stool1	763860675-stool1	764062976-stool1	763577454-stool2	763901136-stool1	763759525-stool1	764143897-stool1	763982056-stool1	764042746-stool1	764285508-stool1	764487809-stool1	764224817-stool1	763435843-stool1	764002286-stool1	764325968-stool1	764447348-stool1	764508039-stool1	764588959-stool1	764649650-stool1	764669880-stool1	765074482-stool1	159753524-stool1	159915365-stool1	160421117-stool1	159611913-stool1	159490532-stool1	159551223-stool1	159814214-stool1	159510762-stool1	159632143-stool1	160319967-stool1	160502038-stool1	160582958-stool1	160603188-stool1	160158126-stool1	160178356-stool1	160218816-stool1	765094712-stool1	765013792-stool1	765135172-stool1	763961826-stool2	763496533-stool2	765034022-stool1	765560005-stool1	763597684-stool1	765620695-stool1	763678604-stool2	764669880-stool2	764892411-stool1	160643649-stool1	160400887-stool1	160704339-stool1	160765029-stool1	158479027-stool1	158256496-stool1	158337416-stool2	638754422-stool1	158499257-stool2	158924089-stool1	246515023-stool1	158802708-stool2	159005010-stool1	159268001-stool2	159369152-stool2	159247771-stool2	159510762-stool2	159207311-stool2	158944319-stool2	159551223-stool2	159713063-stool1	159571453-stool2	159591683-stool2	159611913-stool2	764811490-stool1	764447348-stool2	550534656-stool1	763759525-stool2	159814214-stool2	604812005-stool1	604812005-stool2	404239096-stool1	765074482-stool2	764224817-stool2	861967750-stool1	764184357-stool1	823052294-stool1	686765762-stool1	765701615-stool1	159227541-stool2	763982056-stool2	763536994-stool2	765640925-stool1	763860675-stool2	764487809-stool2	764143897-stool2	159490532-stool2	706846339-stool1	508703490-stool1	675950834-stool1	338793263-stool1	737052003-stool1	638754422-stool2	764325968-stool2	765094712-stool2	246515023-stool2	763820215-stool2	160158126-stool2	763536994-stool3	809635352-stool1	763901136-stool2	763840445-stool2	764042746-stool2	686765762-stool2	764062976-stool2	159753524-stool2	159227541-stool3
motu_linkage_group_120	0	0.0136738592329243	0	0	0.0676732645993581	0	0	0	0	0	0	0	0	0.0100158970692843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00931104419836217	0	0	0	0	0.00034652479515367	0	0	0	0	0	0	0	0	0.0316176179952213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263732108354994	0	0	0	0	0	0	0	0	0	0	0	0.00399462878095485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_122	0	0.000142226876504964	0	0	0.000209674541158219	0	0	4.48777070077941e-05	0	0.000498757113127958	0	0	0	0.00553383768359587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121654095675692	0	0	0	0	0	0	0	0	0	0	0.000120010771894179	0	0.00744822107241572	0	0	0.00102542789788425	0	0	0	0	0	0	0.000376794377439024	0	0	0	0.00957271107998392	0.000354997726214894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410111803406738	0	0	0	0	0	0	0.00369814748864942	0	0	0	0	0.000213616512350527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000704900456109568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_126	0.00700195593571969	0.000346364275723853	0.00604295894783837	0.00113255965341279	0.417699508185903	0.00934934867817329	0.00856336007570841	0.000117803980895459	0.00462457937973243	0.0056327375905193	0	0	0	0.00527503912315641	0.00027448676295812	0.00187750778515929	0.00233898454198301	0.000423568879212169	0.0652801598073246	0.00939303871154694	0.331033205165375	0	0	0.00108065565606002	0.0497471765182704	0.134269031413478	0.0013455782594978	0.0606410145335787	0	0	0.00165092588646926	0	0.0147216716364486	0.00731672700624564	0.00863058630131835	0	0.00341328024489087	0	0.00406259211352658	0.00098517049007128	7.34018737350739e-05	0.00220864764032527	5.40412836975941e-05	0.00124256854739453	0.607845255701239	0.00148458339982943	0.00100861825943116	0.0160280041647322	0.269008719107134	0.0121721590782136	0.00282447700596922	0.000756677343809971	6.11892757039555e-05	0	0.00264895548004721	0.000560270817590874	0.00550415286862664	0.00405705313643161	0.0449934055723521	0.0179145458292708	0	0.00243799213901133	0.0108515453342717	0.0094969804927113	0.00222192565656254	0.00121628354786263	0.000309939843923268	5.71372921526573e-05	0	0.0177452889850603	0.000267672269593756	0.00642682376622964	0.00376682774965217	0.000328029443177423	0.00219448086071734	0.0477346506379171	0.000349403359906331	0.00434993107869083	0.00980977429632218	0	0.000372890812176232	0.000132777306352041	0.00180245222482142	0.00136291835191376	0	0.0198624464678571	0	0.0216332986857492	0.0112267445091674	0.0011044510395591	0.240535099355973	0.0201000354157837	0.0013733647828649	0.000351832673423973	0	0.00852912282605495	0	0.30871932316299	0	0	0.00255128361863542	0.000626496808002207	0.000263486179902387	0	0.0273240089496327	0.00178961205952683	0.00334401353205631	0.0335026807652491	0.0230940720476374	0	0	9.45922401746124e-05	0.00119601570767296	0.000977811116060529	0.00338746555495831	0.00323243526481505	0.0127776409527949	0.0135580501660021	0.0144786241016785	0	0.0629774724426466	0	0	0	0	0	0	0.000256720202512421	9.64544748646338e-05	0.00152817188368166	0.00557779465167656	0.0329805029128452	0.0833486162765251	0.00977060227407323	0	0	0.00647234926109496	0.00091997219558908	0
motu_linkage_group_127	0.000332481252794628	0.00130639569213236	0.00193305026861689	0.00206932085826946	0.0118849175012279	0.00106118672749118	0	0.000797140270725943	0.0208853433104273	0.00904640825109751	0	0.00338181052242063	0	0.00549106827563117	0.000256187645427579	0.000631266175053557	0.00111934251666082	0.0528979770743379	0.00582085784251222	0.00104367096794966	0	0.0377675141341198	0.00528599443302184	0.00320175652516388	0.14044063711338	0.0224042149611639	0.0158217993858422	0.0999268397848256	0.00869672138048703	0.000918368284918759	0.00384639800774253	0	0.00994772379996851	0.0107473246273559	0.0104489218038365	0.00039665954859448	0.0124326147101783	0	0.0083318612745902	0.000239264235597154	7.68972010557917e-05	0.00640881012684246	0	0.00243395578162407	0.00104157468237149	0.000100150467448811	0.000127136755390483	0.00592871579046068	0.000114640472590366	0.0063505250606423	0.00169393501288846	0.000169405375479844	7.95460584151422e-05	0.000122195115566852	0.00860056816081626	0.0021378754881757	0.000637676246975037	0.000169372121229669	0.0264529619207225	0.00399073560513527	0.000543617407270208	0.0260979520978814	0.0134752186643441	0.00869098326496584	0.0071657102424142	0.000497570542307441	0.00243223979214361	0.0154556375272938	0	0.00194063899533679	0	0.00171717908832312	0.00754576748563762	0.0165014811354496	0.0202413699984582	0.00181521593971039	0.00693102175161129	6.29642629256323e-05	0.00770032262067457	0.00412728018088554	0.00107724012406467	0	0	0.00153107061611091	0.00187948025832068	0.00161483304616725	0.00232256717662754	0.00695971197228213	0.000829606823167393	0.00414349605690799	0.00262840316489507	0.00689407264215056	0	0.00273849142716597	0	0.000983422567228319	0.00062058461816011	0.00393192606254385	0.0036077072904352	0.0180677106686837	0.000957208054226445	0.000739719122701401	0.000538264624657734	0.000462441470934775	0.00674264558155727	0.00101026487231353	0	0.00223014481726232	0.000123798631834314	0	0.00115776742270474	0.00262468573789767	8.32010927076842e-05	0.00509667300905522	0.0105467599635049	0.00548454180177636	0.00402562339406981	0.00767922082573017	0.000125233634808045	0.0211159922458496	5.61096511427714e-05	0.00132449293763015	0	0.0189359015577645	0.0037446301125425	0	0.000110533268770946	0	0	0.00501183116137657	0.00029344458394763	0.00702822086697202	0.00800643987607314	0.0326861633635574	0	0	0.000819565101507575	0.00305219941974085	0.000695803912874119
motu_linkage_group_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01198034645456e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106217382862321	0	0	0	0	0	0	0	0	0	0	0	0	0.026090024947821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00172330175398079	0	0
motu_linkage_group_131	0	0.000801908594882399	0.00148026371921113	8.95809895354747e-05	0.00521121878832466	0	0	0.000856042261173672	0.0396191927860133	0.0582315018516024	0	0	0.00988436866496106	0.00525932791206734	0.000147409557884916	0	0.0108684547585454	0.00326340568302103	0.00136010240437786	0.0159705929514157	0.0543794087207407	0.00631641881688115	0.0250021179796861	0.00415675454679832	0.00261955497218421	0.0595667619999198	0.00289624465520159	0	0.0148482126753789	0.0135431660330188	0.00149534124795384	0	0	0.00211237738362133	0.00309377328853807	0.0257530145635857	0.0410369374897107	0.0643564081341958	0.1355277027394	0.0245162099004624	0.00452644888032956	0.00131297486452516	0.0127051057973044	0.0041542165852252	0.00467600548894436	0.00056084261771334	0	0.000674356298441025	0	0.00513944122288553	0.0301527944201076	0.00996668292406417	0.00393936556982066	0	0.0171328391269352	0.00259002386728413	0.00429592419014762	0.00212699873172142	0.0596573458994613	0.0265933617765196	0.0410998655166927	0.161357132176932	0.020746078449228	0.0493196066793455	0.0250067632984039	0.00811190762913343	0	0.00815634845479184	0.153312837249135	0.0043328394189514	0.0417061086261858	0.00888049049965749	0.1471485219631	0.0478282929588935	0	0	0	0.102190998728301	0.0385510533770208	0	0.000523553766590871	0.00614948610276168	0	0.000433655839245286	0.0271378612908742	0	0	0	0.00679466023105033	0.00434561781578156	0.0113017076117774	0.0134712611329249	0.03341531918872	0.110703969335805	0.0173617442604014	0.00203577662281376	0.015817214565337	0.020520866411281	0	0.0395371972862094	0.0393103610476741	0.00430999611288265	0.00306773195172065	0	0.00805078308376545	0.000572483427644335	0.000341537967450873	0.0330753010964358	0.000819321854321639	0.0260189461256787	0.0150146543799394	0.0189303965284182	0.00358284705472465	0.00298701203947258	0	0.0421806306687341	0.000670302476212191	0.025478426444357	0	0.0106968468559526	0.00491520544010678	0.0174556308048869	0.227182112823473	0.0112218878333414	0	0.00257253888206283	0.0367647914289429	0	0.0205696057254179	0.00400366718097113	0.00638065903335727	0.00900334142445203	0	0.0434001341330584	0	0.0421610317183688	0.0238515594946853	0.0338808510156791	0.00769095258363526
motu_linkage_group_134	0.000317594032520241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00677673400782673	0	0.0153477550226718	0.0312802273600643	0	0	0	0	0.0239302839904739	0	0	0.0950677145062889	0	0	0	0	0.151769659581348	0	0	0	0	0	0.000484452366651488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126447769182559	0.000105545266550063	0	0	0	0.00158046499897235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00465752091484737	0	0	0	0	0	0	0	0	0.000189381759893167	0	0	0	0	0	0	0	0.00403624870414788	0.0398783808860922	0.0148067628895239	0	0	0	0	0	0	0	0	0	0	0	0	0.000106608337171266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121827244818694	0	0
motu_linkage_group_135	0	0	0	0	0.00844827112759039	0	0	0.000247388359880465	0	0	0	0	0	0	0.0295713739293548	0	0.0118152821203087	0.00191087323917308	0	0	0	0	0	0	8.1226510765402e-05	0.00116924354174424	0	0	0	0	0	0.0347429466698525	0	0.0206521170539925	0.00237238865154722	0.112173614279944	0	0.0417407220884088	0.0677653937357266	0.0183575484761916	6.85084154860689e-05	0	0.0131806690938432	2.84340628694401e-05	0	0.000498984976053781	0	0.0165739116444226	0.0318894520754832	0.0195421407870942	0	0	0.0635695385288394	0	0.0294702395119064	0.0152010319193734	0.0273145983384721	0.0165984678805076	0.00746365998941153	0	0	0	0	0	0.0134073014049399	0	0.07828870328794	0	0	0	0.0124836808491571	0.0360452558517307	0.0621506392048719	0.0341510653220202	0.077680276962739	0	0.0329829641070762	0.0263262578186772	0	0	0.00484381398443064	0	0	0	0	0	0	0	0	0.0176315141445954	0.00864348463788023	0.0167211660342487	0	0.00856367981395876	0	0.0129039746204538	0	0.0127742506137463	0	0	0	0	0	0	0	0.000404105948925413	0.00613239066930448	0	0.00501046826296695	0	0	0.0317232502311911	0	0	0.0418153478729268	0	0.0181857632040523	0	0.0113639424101623	0.0192468477627825	0	0.0271273945322832	0	0	0	0.0145583330821434	0	0	0	0.0085387946072039	0	0.0165178229362859	0	0	0.0220252322446978	0	0.0147566019087661	0	0.012635799057794
motu_linkage_group_136	0	0.00353893933891763	0	0	0	0	0	0	0	0	0	0	0	0.0061705781552336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111932875383965	0	0	0	0	0	0	0.0146633980296959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000998142072996983	0	0	0	0	0	0	0	0	0.00226304183595933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0485871320541221	0.112969342595468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0678996925087173	0	0	0	0	0	0	0	0.0973488363095465	0	0	0	0	0	0	3.81357790528464e-05	0	0	0	0	0	0	0	0	0	0.0317909313481512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00261685952729823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00587973382571467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263633477456532	0	0	0	0	0	0	0
motu_linkage_group_142	0.00275413575076147	0.000794378936714489	0	0.0101239315459306	0	0	0	0	0.066016889774339	0.00419559310244978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0218869459288715	0	0	0	0	0	0	0.00206311313536324	0.00029831283661828	0.00590866076380649	0	0	0	0	0	0	0	0	0.0100656582557818	0	0.00092374078211609	0	0	0	0	0.000360571532676922	0	0	0	0	0.00290947652643682	0	0	0	0	0	0	0	0	0	0	0	0.000808492683960101	0	0	0	0	0	0.00652858599104334	0	0.00667114893578843	0	0.0125532750484303	0.0116473044669058	0	0.000625251260820752	0	0	0.0117573833150482	0	0	0	0	0	0	0	0	0	0.00402975361004159	0	0	0	0	0	0	0.000442375037013018	0.00110580460689546	0.00479544847422345	0	0.00840420970716906	0.00118345313613871	0	0.0105640483591224	0	0	0.00510325718870636	0.012601677806841	0	0	0	0	0.000342768311699416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00338901244677457	0	0.0188794795026511
motu_linkage_group_145	0	0.000884734834729407	4.3537168212092e-05	0	0	0	0	0	0	0	0	0	0	0.00438735569662376	0	0	0	0	0	0	0	0	0	0	0.000353335321829498	0	0	0.00150903907134251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00661113803838742	0.00276062579705768	0	0.00349513142820994	0	0	0	0.00509182085930443	0	0	0	0	0	0	0	0.00157554728374435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02209848048797e-05	0	0	0	0	0	0	0	0.000482434402602777	0	0	0.018088189524488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192688584621537	0	0	0	0	0	0	0	0	0.00977679190751438	0.00212897206933304	0	0	0.0104672091051758	0	0	0	0	0	0	0	0	0	0	0	0	0.00218947834386241	0	0	0	0	0	0
motu_linkage_group_151	0.0001134264401858	0.00161134684793271	0	0.0167687080887596	0	0	0.00127083246406558	0.000801067070089125	0.000790139256304267	0.00771866854913348	0	0	0	0.0322943943935905	0	0	0.00150226375195021	0.0167598504251906	0	0	0	0.00182259154319384	0.00489969141710258	0	0	0	0.00305686923884259	0	0	0	0	0	0	0.00864300975283232	0.00340034110105079	0	0	0	0.00684125019708011	0	0	0	0	0	0.000908607701643216	4.12384277730397e-05	0	0.00618159940237607	0	0	0	0.000303517964401387	0	0	0	0	0.002632212478115	0	0	0	0	0	0	0	0.0161746088135678	0	0	0.0113360387630872	0	0	0	0	0	0.0150280155471933	0.0396599907369247	0.0018530969266079	0	0.00682172814325708	0.0035477974145549	0.0102954731384425	0.00383437218985256	0	0	0.0108512294468747	0	0	0	0	0.000315611291422378	0.00827255484532502	0	0	0	0.000201507831285208	0	0	0	0.00547102861913594	0	0	0.00271187762153574	0.00119512443293594	9.61933672659509e-05	0	0	0.00300406803301696	0	0	0	0	0	0	0	0	0	0	0.00871774072755514	0	0	0	5.61096511427714e-05	0	0	0	0	0	0	0	0.0204116041094492	0	0	0.00311919772190865	0	0	0	0	0	0	0.00816989761033028
motu_linkage_group_154	0	0.000174123345132915	0	0	0	0	0	0	0	0	0	0	0	3.92780277226836e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000488043805702995	0	0	0	0	0	0.0624667794778081	5.02209848048797e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000406248778855178	0	0	0	0	0	0	0	0	0	0	0	0	0.0747254778943628	0	0	0	0	0	0	0.000426104688796449	0	0	0	0	0	0	8.50427004623923e-05
motu_linkage_group_158	0	0.0402309635911423	0	0.0185773909250949	0.0126086978884952	0	0	0	0	0	0	0	0	0	0.00696281422037098	0	0.00917941103268804	0.00331581698373162	0.068128765892018	0	0	0.0416854531077008	0	0.0266193132767157	4.0613255382701e-05	0	0.0391501580334676	0	0	0.0118982172174615	0	0.169431562563622	0	0	0	0	0	0	0	0.137540298132288	0	0	0	0.00272967003546625	0	0	0	0.0828133618639095	0.0412269185679685	0	0	0	0.00109406424958672	0.0170491280290893	0	0	0.154950533456686	0.179179948714829	0	0.0632046818589889	0	0	0	0.09320933729809	0.0379017873991919	0	0	0.0246960073859819	0	0.0917583573723094	0	0.0187029099348963	0	0.0404956347961591	0.0224421277021215	0	0	0.101964327381769	0	0	0.125517307322836	0.0649356900807969	0	0.0263586049228342	0	0	0	0	0	0	0.054130053293247	0	0	0.00110627799375579	0	0.0817757223543361	0	0	0	0	3.81357790528464e-05	0.136149833425781	0.0466822229021344	0	0.0181211468726944	0	0	0	0	0.308671038468242	0	0.0349413778127105	0	0	0	0	0.00469973440707866	0.124998608847531	0.0662364734294421	0.1028082869815	0	0.0213500354125457	0	0	0	0	0	0	0	0.0782588631861049	0	0	0	0	0.0797672670338185	0.213509751524637	0	0	0.00979691909326759
motu_linkage_group_159	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00222411831979696	0	0	0	0	0.000517171805860461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121059637748443	0	0.000107514625780432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00119558629690834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00595903242765869	4.50176843033868e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032782604060303	0	0
motu_linkage_group_161	0	0.000112944872518648	0	0.00960180234978095	0	0	0	0.00141364777074551	0.00287167808692494	0.00334851045708891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00852737545454509	0	0	0	0	0	0	0	0	0.00127396072015635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00046852579565179	0	0	0	0	0.0203400623823662	0	0.0765678272590883	0	0.00228538320101998	0	0.000836364629211844	0	0.000651617277843314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00733244397785501	0	0.0153350434907984	0	0	0	0	0	0	0.0137248361954406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0609767563065959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0415625620619525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143529084026515	0	0	0	0	0.00383164664228742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_168	0	0	0	0.00320571969694806	0	0	0	0	0	0	0	0	0	0	0.0144197046140666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00745975860743813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174431284366908	0	0	0	0	0	0	0	0	0	0	0	0.00681459175956878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0272733682674014	0.0216904985259343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0458952260931769
motu_linkage_group_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021325542280955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00574577054157784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017673480300954	0	0	0	0	0	0	0	0	0	0	0	0.0180813282300732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113138308978393	0	0	0	0	0	0	0	0	0	0	0	0	0.000211928764534715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00474221084259092	0	0	0	0	0	0	0	0	0	0	0.00390462738637675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_176	0	0	0	0	0	0	0	0	0	0	0.00868172075666414	0	0	0	0	0	0.000746228344440549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214580142274469	0	0.00180150513235702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000716888504802258	0	0	0	0	0.000946683791377906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_177	0.107877760514961	0.0179619995595489	0	0.00023419030121417	0	0	0	0.0163786801438321	0	0	0	0	0	0.00606845528315462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018539008990875	0	0	0	0	0	0	0	0	0	0	0	0	0.00443496637933767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153418493554965	0	0	0.0116054034318032	0.0258701099946973	0	0	0.0155697250876578	0.0113223210242601	0	0	0.000371705005067388	0	0	0	0	0	0.00192737534354431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0160799829671859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0292974252070539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0430244068774023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
